ip,type,is_cidr,sources,source_count,category,confidence,first_seen,last_seen
1.0.164.165,ipv4,False,Blocklist.de (all)|Blocklist.de (ssh)|RTBH (Turkiye)|Stamparm IPsum,4,attacker,80,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.0.194.20,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.0.216.232,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.0.230.154,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.1.2.34,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.1.242.160,ipv4,False,BinaryDefense,1,attacker,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.1.249.7,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.10.16.0/20,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.10.204.28,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.10.214.70,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.10.219.91,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.10.222.100,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.10.245.72,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.10.247.82,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.117.165.141,ipv4,False,SGB (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.117.171.170,ipv4,False,CINS Army|RTBH (Turkiye)|Stamparm IPsum,3,scanner,60,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.117.59.169,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.117.72.220,ipv4,False,RTBH (Turkiye)|Stamparm IPsum,2,government-feed,40,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.12.37.113,ipv4,False,SGB (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.12.48.131,ipv4,False,GreenSnow|RTBH (Turkiye)|Stamparm IPsum,3,attacker,60,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.12.55.42,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.13.102.222,ipv4,False,SGB (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.13.249.217,ipv4,False,SGB (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.14.122.79,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.14.192.95,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.14.209.20,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.140.192.19,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.146.114.146,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.15.14.29,ipv4,False,CINS Army|RTBH (Turkiye),2,scanner,40,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.15.221.192,ipv4,False,GreenSnow|RTBH (Turkiye)|Stamparm IPsum,3,attacker,60,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.15.52.154,ipv4,False,Stamparm IPsum,1,multi-source,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.160.143.67,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.161.144.132,ipv4,False,AbuseIPDB|Blocklist.de (all)|Blocklist.de (ssh)|RTBH (Turkiye)|Stamparm IPsum,5,crowd-sourced,100,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.161.29.117,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.161.30.126,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.162.197.67,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.162.247.182,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.162.248.139,ipv4,False,Blocklist.de (all)|Blocklist.de (ssh)|Stamparm IPsum,3,attacker,60,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.164.155.129,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.164.175.185,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.164.234.146,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.164.239.109,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.164.249.248,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.164.249.91,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.165.105.163,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.165.106.196,ipv4,False,AbuseIPDB,1,crowd-sourced,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.165.116.188,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.165.195.220,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.165.37.109,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.165.68.119,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.165.69.102,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.165.98.167,ipv4,False,AbuseIPDB|RTBH (Turkiye),2,crowd-sourced,40,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.168.106.245,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.168.109.103,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.168.122.195,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.168.193.167,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.168.194.74,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.168.198.192,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.168.200.8,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.168.201.94,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.168.206.51,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.168.212.57,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.168.222.112,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.168.222.133,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.168.224.187,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.168.226.183,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.168.227.124,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.168.233.50,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.168.66.229,ipv4,False,AbuseIPDB,1,crowd-sourced,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.168.66.28,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.168.77.56,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.168.80.234,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.168.84.78,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.168.85.212,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.168.98.184,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.169.196.113,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.169.199.150,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.169.202.228,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.169.207.89,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.169.211.55,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.170.203.109,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.170.23.55,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.171.10.86,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.171.18.156,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.171.19.235,ipv4,False,AbuseIPDB|RTBH (Turkiye),2,crowd-sourced,40,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.171.25.4,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.171.30.250,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.171.32.164,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.171.32.250,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.171.60.104,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.171.63.203,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.171.9.113,ipv4,False,RTBH (Turkiye)|Stamparm IPsum,2,government-feed,40,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.172.59.122,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.174.143.23,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.177.162.2,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.177.162.3,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.177.162.5,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.177.63.18,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.177.63.24,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.179.155.138,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.179.155.139,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.179.155.140,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.179.158.74,ipv4,False,Blocklist.de (all)|Blocklist.de (ssh),2,attacker,40,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.180.141.146,ipv4,False,Stamparm IPsum,1,multi-source,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.180.246.242,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.181.136.76,ipv4,False,AbuseIPDB,1,crowd-sourced,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.182.13.116,ipv4,False,AbuseIPDB,1,crowd-sourced,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.182.192.37,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.183.197.216,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.183.197.248,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.183.55.174,ipv4,False,AbuseIPDB,1,crowd-sourced,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.183.84.57,ipv4,False,AbuseIPDB,1,crowd-sourced,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.187.216.42,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.187.218.73,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin),3,attacker,60,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.187.221.42,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.187.225.246,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin),3,attacker,60,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.187.77.4,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.19.0.0/16,ipv4,True,Spamhaus DROP,1,infrastructure,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.190.158.27,ipv4,False,AbuseIPDB,1,crowd-sourced,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.193.160.162,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.193.58.176,ipv4,False,CINS Army|Stamparm IPsum,2,scanner,40,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.193.63.32,ipv4,False,CINS Army,1,scanner,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.194.70.253,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.197.62.1,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.198.145.43,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.199.241.232,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.2.173.126,ipv4,False,CINS Army,1,scanner,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.2.173.14,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.20.168.127,ipv4,False,BinaryDefense,1,attacker,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.20.175.122,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.20.181.109,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.201.146.109,ipv4,False,RTBH (Turkiye)|Stamparm IPsum,2,government-feed,40,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.203.186.149,ipv4,False,Blocklist.de (all)|Blocklist.de (ssh)|Stamparm IPsum,3,attacker,60,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.203.186.58,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.204.166.3,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.204.206.182,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.206.56.55,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.206.58.41,ipv4,False,AbuseIPDB,1,crowd-sourced,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.207.24.197,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.207.45.238,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.209.110.147,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.212.225.99,ipv4,False,AbuseIPDB|Blocklist.de (all)|Blocklist.de (mail)|Blocklist.de (strongips)|GreenSnow|RTBH (Turkiye)|Stamparm IPsum,7,crowd-sourced,100,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.213.214.233,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.214.117.218,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.214.197.163,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.214.214.114,ipv4,False,AbuseIPDB|Blocklist.de (all)|GreenSnow|RTBH (Turkiye)|Stamparm IPsum,5,crowd-sourced,100,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.214.29.155,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.214.42.172,ipv4,False,Blocklist.de (strongips)|RTBH (Turkiye),2,attacker,40,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.215.138.43,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.215.233.74,ipv4,False,Blocklist.de (all)|Blocklist.de (mail)|RTBH (Turkiye)|Stamparm IPsum,4,attacker,80,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.219.224.46,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.22.104.17,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.22.114.164,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.22.196.51,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.22.54.150,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.220.119.115,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.220.198.126,ipv4,False,Blocklist.de (all)|Blocklist.de (mail)|RTBH (Turkiye),3,attacker,60,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.220.233.171,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.220.67.2,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.220.95.214,ipv4,False,SGB (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.222.180.22,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.222.42.237,ipv4,False,Blocklist.de (all)|Blocklist.de (ssh)|GreenSnow|RTBH (Turkiye)|Stamparm IPsum,5,attacker,100,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.224.237.122,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.227.228.131,ipv4,False,Blocklist.de (all)|Blocklist.de (mail)|GreenSnow|RTBH (Turkiye)|Stamparm IPsum,5,attacker,100,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.23.80.120,ipv4,False,Blocklist.de (all)|Blocklist.de (bots),2,attacker,40,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.23.99.113,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.23.99.222,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.23.99.229,ipv4,False,RTBH (Turkiye)|Stamparm IPsum,2,government-feed,40,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.231.29.229,ipv4,False,Emerging Threats|Stamparm IPsum,2,compromised,40,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.231.81.166,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.233.93.204,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.234.2.232,ipv4,False,SGB (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.234.21.73,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.234.23.83,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.234.28.14,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.234.28.15,ipv4,False,AbuseIPDB|Blocklist.de (all)|Blocklist.de (ssh)|RTBH (Turkiye)|Stamparm IPsum,5,crowd-sourced,100,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
1.234.28.18,ipv4,False,RTBH (Turkiye)|Stamparm IPsum,2,government-feed,40,2026-09-26T19:52:03.517918+00:00,2026-09-26T19:52:03.517918+00:00
